GAME_ID,SEASON,GAME_DATE,HOME_TEAM_ABBREVIATION,AWAY_TEAM_ABBREVIATION,HOME_TEAM_ID,AWAY_TEAM_ID,SEASON_ID,MATCHUP
0022500068,2025-26,2025-10-21,ORL,MIA,1610612753,1610612748,24025,MIA @ ORL
0022500069,2025-26,2025-10-21,DAL,PHX,1610612742,1610612756,24025,PHX @ DAL
0022500070,2025-26,2025-10-21,NYK,HOU,1610612752,1610612745,24025,HOU @ NYK
0022500071,2025-26,2025-10-22,UTA,DEN,1610612762,1610612743,24025,DEN @ UTA
0022500072,2025-26,2025-10-22,SAS,UTA,1610612759,1610612762,24025,UTA @ SAS
0022500073,2025-26,2025-10-22,SAC,TOR,1610612758,1610612761,24025,TOR @ SAC
0022500074,2025-26,2025-10-22,ATL,BKN,1610612737,1610612751,24025,BKN @ ATL
0022500075,2025-26,2025-10-22,CLE,MEM,1610612739,1610612763,24025,MEM @ CLE
0022500076,2025-26,2025-10-22,CHA,DAL,1610612766,1610612742,24025,DAL @ CHA
0022500077,2025-26,2025-10-22,UTA,GSW,1610612762,1610612744,24025,GSW @ UTA
0022500078,2025-26,2025-10-22,CHI,PHI,1610612741,1610612755,24025,PHI @ CHI
0022500079,2025-26,2025-10-22,BKN,MIL,1610612751,1610612749,24025,MIL @ BKN
0022500080,2025-26,2025-10-22,IND,OKC,1610612754,1610612760,24025,OKC @ IND
0022500081,2025-26,2025-10-23,PHI,IND,1610612755,1610612754,24025,IND @ PHI
0022500082,2025-26,2025-10-23,WAS,PHI,1610612764,1610612755,24025,PHI @ WAS
0022500083,2025-26,2025-10-23,OKC,DEN,1610612760,1610612743,24025,DEN @ OKC
0022500084,2025-26,2025-10-23,MIN,NOP,1610612750,1610612740,24025,NOP @ MIN
0022500085,2025-26,2025-10-23,ATL,BOS,1610612737,1610612738,24025,BOS @ ATL
0022500086,2025-26,2025-10-23,MIA,BKN,1610612748,1610612751,24025,BKN @ MIA
0022500087,2025-26,2025-10-23,LAC,HOU,1610612746,1610612745,24025,HOU @ LAC
0022500088,2025-26,2025-10-23,HOU,SAC,1610612745,1610612758,24025,SAC @ HOU
0022500089,2025-26,2025-10-23,IND,WAS,1610612754,1610612764,24025,WAS @ IND
0022500090,2025-26,2025-10-23,ATL,PHI,1610612737,1610612755,24025,PHI @ ATL
0022500091,2025-26,2025-10-24,POR,TOR,1610612757,1610612761,24025,TOR @ POR
0022500092,2025-26,2025-10-24,DET,ORL,1610612765,1610612753,24025,ORL @ DET
0022500093,2025-26,2025-10-24,LAC,ORL,1610612746,1610612753,24025,ORL @ LAC
0022500094,2025-26,2025-10-24,OKC,DET,1610612760,1610612765,24025,DET @ OKC
0022500095,2025-26,2025-10-24,OKC,PHX,1610612760,1610612756,24025,PHX @ OKC
0022500096,2025-26,2025-10-24,CLE,MIL,1610612739,1610612749,24025,MIL @ CLE
0022500097,2025-26,2025-10-24,GSW,MEM,1610612744,1610612763,24025,MEM @ GSW
0022500098,2025-26,2025-10-24,HOU,PHX,1610612745,1610612756,24025,PHX @ HOU
0022500099,2025-26,2025-10-24,LAC,GSW,1610612746,1610612744,24025,GSW @ LAC
0022500100,2025-26,2025-10-24,DET,UTA,1610612765,1610612762,24025,UTA @ DET
0022500101,2025-26,2025-10-25,MIN,SAC,1610612750,1610612758,24025,SAC @ MIN
0022500102,2025-26,2025-10-25,NOP,SAC,1610612740,1610612758,24025,SAC @ NOP
0022500103,2025-26,2025-10-25,BKN,GSW,1610612751,1610612744,24025,GSW @ BKN
0022500104,2025-26,2025-10-25,OKC,SAS,1610612760,1610612759,24025,SAS @ OKC
0022500105,2025-26,2025-10-25,BOS,NYK,1610612738,1610612752,24025,NYK @ BOS
0022500106,2025-26,2025-10-25,CLE,POR,1610612739,1610612757,24025,POR @ CLE
0022500107,2025-26,2025-10-25,LAL,SAC,1610612747,1610612758,24025,SAC @ LAL
0022500108,2025-26,2025-10-25,ATL,OKC,1610612737,1610612760,24025,OKC @ ATL
0022500109,2025-26,2025-10-25,NOP,OKC,1610612740,1610612760,24025,OKC @ NOP
0022500110,2025-26,2025-10-25,GSW,CLE,1610612744,1610612739,24025,CLE @ GSW
0022500111,2025-26,2025-10-26,BOS,HOU,1610612738,1610612745,24025,HOU @ BOS
0022500112,2025-26,2025-10-26,GSW,NYK,1610612744,1610612752,24025,NYK @ GSW
0022500113,2025-26,2025-10-26,PHI,CLE,1610612755,1610612739,24025,CLE @ PHI
0022500114,2025-26,2025-10-26,WAS,HOU,1610612764,1610612745,24025,HOU @ WAS
0022500115,2025-26,2025-10-26,DEN,BOS,1610612743,1610612738,24025,BOS @ DEN
0022500116,2025-26,2025-10-26,ATL,CHA,1610612737,1610612766,24025,CHA @ ATL
0022500117,2025-26,2025-10-26,IND,LAL,1610612754,1610612747,24025,LAL @ IND
0022500118,2025-26,2025-10-26,MIL,MEM,1610612749,1610612763,24025,MEM @ MIL
0022500119,2025-26,2025-10-26,SAC,NYK,1610612758,1610612752,24025,NYK @ SAC
0022500120,2025-26,2025-10-26,POR,ATL,1610612757,1610612737,24025,ATL @ POR
0022500121,2025-26,2025-10-27,MIA,TOR,1610612748,1610612761,24025,TOR @ MIA
0022500122,2025-26,2025-10-27,NYK,MIL,1610612752,1610612749,24025,MIL @ NYK
0022500123,2025-26,2025-10-27,HOU,LAL,1610612745,1610612747,24025,LAL @ HOU
0022500124,2025-26,2025-10-27,SAS,LAC,1610612759,1610612746,24025,LAC @ SAS
0022500125,2025-26,2025-10-27,MIA,DET,1610612748,1610612765,24025,DET @ MIA
0022500126,2025-26,2025-10-27,PHX,SAC,1610612756,1610612758,24025,SAC @ PHX
0022500127,2025-26,2025-10-27,POR,SAS,1610612757,1610612759,24025,SAS @ POR
0022500128,2025-26,2025-10-27,ATL,SAC,1610612737,1610612758,24025,SAC @ ATL
0022500129,2025-26,2025-10-27,MIN,DAL,1610612750,1610612742,24025,DAL @ MIN
0022500130,2025-26,2025-10-27,TOR,BOS,1610612761,1610612738,24025,BOS @ TOR
0022500131,2025-26,2025-10-28,CLE,NOP,1610612739,1610612740,24025,NOP @ CLE
0022500132,2025-26,2025-10-28,DAL,SAS,1610612742,1610612759,24025,SAS @ DAL
0022500133,2025-26,2025-10-28,PHI,MIL,1610612755,1610612749,24025,MIL @ PHI
0022500134,2025-26,2025-10-28,GSW,SAC,1610612744,1610612758,24025,SAC @ GSW
0022500135,2025-26,2025-10-28,MIL,PHI,1610612749,1610612755,24025,PHI @ MIL
0022500136,2025-26,2025-10-28,MIA,MIL,1610612748,1610612749,24025,MIL @ MIA
0022500137,2025-26,2025-10-28,CHA,OKC,1610612766,1610612760,24025,OKC @ CHA
0022500138,2025-26,2025-10-28,MIN,BKN,1610612750,1610612751,24025,BKN @ MIN
0022500139,2025-26,2025-10-28,OKC,LAC,1610612760,1610612746,24025,LAC @ OKC
0022500140,2025-26,2025-10-28,MEM,OKC,1610612763,1610612760,24025,OKC @ MEM
0022500141,2025-26,2025-10-29,IND,PHX,1610612754,1610612756,24025,PHX @ IND
0022500142,2025-26,2025-10-29,GSW,PHX,1610612744,1610612756,24025,PHX @ GSW
0022500143,2025-26,2025-10-29,GSW,POR,1610612744,1610612757,24025,POR @ GSW
0022500144,2025-26,2025-10-29,IND,SAC,1610612754,1610612758,24025,SAC @ IND
0022500145,2025-26,2025-10-29,MEM,GSW,1610612763,1610612744,24025,GSW @ MEM
0022500146,2025-26,2025-10-29,DEN,IND,1610612743,1610612754,24025,IND @ DEN
0022500147,2025-26,2025-10-29,GSW,MIA,1610612744,1610612748,24025,MIA @ GSW
0022500148,2025-26,2025-10-29,PHI,HOU,1610612755,1610612745,24025,HOU @ PHI
0022500149,2025-26,2025-10-29,LAC,PHI,1610612746,1610612755,24025,PHI @ LAC
0022500150,2025-26,2025-10-29,LAC,LAL,1610612746,1610612747,24025,LAL @ LAC
0022500151,2025-26,2025-10-30,MEM,LAC,1610612763,1610612746,24025,LAC @ MEM
0022500152,2025-26,2025-10-30,CHI,CHA,1610612741,1610612766,24025,CHA @ CHI
0022500153,2025-26,2025-10-30,CHA,TOR,1610612766,1610612761,24025,TOR @ CHA
0022500154,2025-26,2025-10-30,MIN,DET,1610612750,1610612765,24025,DET @ MIN
0022500155,2025-26,2025-10-30,OKC,MEM,1610612760,1610612763,24025,MEM @ OKC
0022500156,2025-26,2025-10-30,MIL,CLE,1610612749,1610612739,24025,CLE @ MIL
0022500157,2025-26,2025-10-30,TOR,WAS,1610612761,1610612764,24025,WAS @ TOR
0022500158,2025-26,2025-10-30,MIA,ORL,1610612748,1610612753,24025,ORL @ MIA
0022500159,2025-26,2025-10-30,SAS,HOU,1610612759,1610612745,24025,HOU @ SAS
0022500160,2025-26,2025-10-30,OKC,NYK,1610612760,1610612752,24025,NYK @ OKC
0022500161,2025-26,2025-10-31,MEM,NYK,1610612763,1610612752,24025,NYK @ MEM
0022500162,2025-26,2025-10-31,CLE,MIL,1610612739,1610612749,24025,MIL @ CLE
0022500163,2025-26,2025-10-31,WAS,GSW,1610612764,1610612744,24025,GSW @ WAS
0022500164,2025-26,2025-10-31,SAS,ATL,1610612759,1610612737,24025,ATL @ SAS
0022500165,2025-26,2025-10-31,DET,LAC,1610612765,1610612746,24025,LAC @ DET
0022500166,2025-26,2025-10-31,TOR,NYK,1610612761,1610612752,24025,NYK @ TOR
0022500167,2025-26,2025-10-31,BOS,POR,1610612738,1610612757,24025,POR @ BOS
0022500168,2025-26,2025-10-31,POR,NOP,1610612757,1610612740,24025,NOP @ POR
0022500169,2025-26,2025-10-31,HOU,NOP,1610612745,1610612740,24025,NOP @ HOU
0022500170,2025-26,2025-10-31,OKC,HOU,1610612760,1610612745,24025,HOU @ OKC
0022500171,2025-26,2025-11-01,IND,TOR,1610612754,1610612761,24025,TOR @ IND
0022500172,2025-26,2025-11-01,WAS,MIL,1610612764,1610612749,24025,MIL @ WAS
0022500173,2025-26,2025-11-01,MIA,IND,1610612748,1610612754,24025,IND @ MIA
0022500174,2025-26,2025-11-01,LAC,NOP,1610612746,1610612740,24025,NOP @ LAC
0022500175,2025-26,2025-11-01,BKN,SAS,1610612751,1610612759,24025,SAS @ BKN
0022500176,2025-26,2025-11-01,MEM,HOU,1610612763,1610612745,24025,HOU @ MEM
0022500177,2025-26,2025-11-01,OKC,PHI,1610612760,1610612755,24025,PHI @ OKC
0022500178,2025-26,2025-11-01,LAC,NOP,1610612746,1610612740,24025,NOP @ LAC
0022500179,2025-26,2025-11-01,GSW,MIN,1610612744,1610612750,24025,MIN @ GSW
0022500180,2025-26,2025-11-01,POR,SAS,1610612757,1610612759,24025,SAS @ POR
0022500181,2025-26,2025-11-02,IND,BKN,1610612754,1610612751,24025,BKN @ IND
0022500182,2025-26,2025-11-02,PHX,DAL,1610612756,1610612742,24025,DAL @ PHX
0022500183,2025-26,2025-11-02,CHA,CLE,1610612766,1610612739,24025,CLE @ CHA
0022500184,2025-26,2025-11-02,NYK,DET,1610612752,1610612765,24025,DET @ NYK
0022500185,2025-26,2025-11-02,CHI,BKN,1610612741,1610612751,24025,BKN @ CHI
0022500186,2025-26,2025-11-02,NOP,HOU,1610612740,1610612745,24025,HOU @ NOP
0022500187,2025-26,2025-11-02,MIL,GSW,1610612749,1610612744,24025,GSW @ MIL
0022500188,2025-26,2025-11-02,OKC,MIA,1610612760,1610612748,24025,MIA @ OKC
0022500189,2025-26,2025-11-02,PHX,GSW,1610612756,1610612744,24025,GSW @ PHX
0022500190,2025-26,2025-11-02,IND,NOP,1610612754,1610612740,24025,NOP @ IND
0022500191,2025-26,2025-11-03,SAC,LAC,1610612758,1610612746,24025,LAC @ SAC
0022500192,2025-26,2025-11-03,SAC,OKC,1610612758,1610612760,24025,OKC @ SAC
0022500193,2025-26,2025-11-03,MIL,POR,1610612749,1610612757,24025,POR @ MIL
0022500194,2025-26,2025-11-03,MIL,IND,1610612749,1610612754,24025,IND @ MIL
0022500195,2025-26,2025-11-03,CHA,CHI,1610612766,1610612741,24025,CHI @ CHA
0022500196,2025-26,2025-11-03,DAL,BOS,1610612742,1610612738,24025,BOS @ DAL
0022500197,2025-26,2025-11-03,SAC,OKC,1610612758,1610612760,24025,OKC @ SAC
0022500198,2025-26,2025-11-03,DEN,SAC,1610612743,1610612758,24025,SAC @ DEN
0022500199,2025-26,2025-11-03,IND,CHI,1610612754,1610612741,24025,CHI @ IND
0022500200,2025-26,2025-11-03,BKN,MEM,1610612751,1610612763,24025,MEM @ BKN
0022500201,2025-26,2025-11-04,NOP,MIA,1610612740,1610612748,24025,MIA @ NOP
0022500202,2025-26,2025-11-04,DEN,DAL,1610612743,1610612742,24025,DAL @ DEN
0022500203,2025-26,2025-11-04,PHI,MIA,1610612755,1610612748,24025,MIA @ PHI
0022500204,2025-26,2025-11-04,SAC,MIL,1610612758,1610612749,24025,MIL @ SAC
0022500205,2025-26,2025-11-04,SAC,CHA,1610612758,1610612766,24025,CHA @ SAC
0022500206,2025-26,2025-11-04,BOS,SAC,1610612738,1610612758,24025,SAC @ BOS
0022500207,2025-26,2025-11-04,DEN,SAS,1610612743,1610612759,24025,SAS @ DEN
0022500208,2025-26,2025-11-04,PHI,BOS,1610612755,1610612738,24025,BOS @ PHI
0022500209,2025-26,2025-11-04,DET,MIA,1610612765,1610612748,24025,MIA @ DET
0022500210,2025-26,2025-11-04,LAL,MIL,1610612747,1610612749,24025,MIL @ LAL
0022500211,2025-26,2025-11-05,MEM,UTA,1610612763,1610612762,24025,UTA @ MEM
0022500212,2025-26,2025-11-05,BKN,CLE,1610612751,1610612739,24025,CLE @ BKN
0022500213,2025-26,2025-11-05,HOU,POR,1610612745,1610612757,24025,POR @ HOU
0022500214,2025-26,2025-11-05,DET,ATL,1610612765,1610612737,24025,ATL @ DET
0022500215,2025-26,2025-11-05,NOP,PHX,1610612740,1610612756,24025,PHX @ NOP
0022500216,2025-26,2025-11-05,SAC,BOS,1610612758,1610612738,24025,BOS @ SAC
0022500217,2025-26,2025-11-05,MIN,DEN,1610612750,1610612743,24025,DEN @ MIN
0022500218,2025-26,2025-11-05,LAL,DAL,1610612747,1610612742,24025,DAL @ LAL
0022500219,2025-26,2025-11-05,MIN,IND,1610612750,1610612754,24025,IND @ MIN
0022500220,2025-26,2025-11-05,GSW,DAL,1610612744,1610612742,24025,DAL @ GSW
0022500221,2025-26,2025-11-06,SAS,CLE,1610612759,1610612739,24025,CLE @ SAS
0022500222,2025-26,2025-11-06,SAS,SAC,1610612759,1610612758,24025,SAC @ SAS
0022500223,2025-26,2025-11-06,ORL,LAC,1610612753,1610612746,24025,LAC @ ORL
0022500224,2025-26,2025-11-06,IND,PHI,1610612754,1610612755,24025,PHI @ IND
0022500225,2025-26,2025-11-06,PHX,ORL,1610612756,1610612753,24025,ORL @ PHX
0022500226,2025-26,2025-11-06,BKN,PHI,1610612751,1610612755,24025,PHI @ BKN
0022500227,2025-26,2025-11-06,TOR,WAS,1610612761,1610612764,24025,WAS @ TOR
0022500228,2025-26,2025-11-06,NOP,GSW,1610612740,1610612744,24025,GSW @ NOP
0022500229,2025-26,2025-11-06,CHI,NYK,1610612741,1610612752,24025,NYK @ CHI
0022500230,2025-26,2025-11-06,UTA,DET,1610612762,1610612765,24025,DET @ UTA
0022500231,2025-26,2025-11-07,CHA,MIN,1610612766,1610612750,24025,MIN @ CHA
0022500232,2025-26,2025-11-07,PHX,NYK,1610612756,1610612752,24025,NYK @ PHX
0022500233,2025-26,2025-11-07,DAL,DEN,1610612742,1610612743,24025,DEN @ DAL
0022500234,2025-26,2025-11-07,CLE,CHI,1610612739,1610612741,24025,CHI @ CLE
0022500235,2025-26,2025-11-07,MIA,CLE,1610612748,1610612739,24025,CLE @ MIA
0022500236,2025-26,2025-11-07,MIA,SAS,1610612748,1610612759,24025,SAS @ MIA
0022500237,2025-26,2025-11-07,IND,ATL,1610612754,1610612737,24025,ATL @ IND
0022500238,2025-26,2025-11-07,LAC,UTA,1610612746,1610612762,24025,UTA @ LAC
0022500239,2025-26,2025-11-07,WAS,ATL,1610612764,1610612737,24025,ATL @ WAS
0022500240,2025-26,2025-11-07,CHI,CLE,1610612741,1610612739,24025,CLE @ CHI
0022500241,2025-26,2025-11-08,LAL,SAC,1610612747,1610612758,24025,SAC @ LAL
0022500242,2025-26,2025-11-08,POR,GSW,1610612757,1610612744,24025,GSW @ POR
0022500243,2025-26,2025-11-08,GSW,DEN,1610612744,1610612743,24025,DEN @ GSW
0022500244,2025-26,2025-11-08,MIA,ORL,1610612748,1610612753,24025,ORL @ MIA
0022500245,2025-26,2025-11-08,ATL,CHA,1610612737,1610612766,24025,CHA @ ATL
0022500246,2025-26,2025-11-08,ORL,CHA,1610612753,1610612766,24025,CHA @ ORL
0022500247,2025-26,2025-11-08,NOP,OKC,1610612740,1610612760,24025,OKC @ NOP
0022500248,2025-26,2025-11-08,NOP,DEN,1610612740,1610612743,24025,DEN @ NOP
0022500249,2025-26,2025-11-08,WAS,POR,1610612764,1610612757,24025,POR @ WAS
0022500250,2025-26,2025-11-08,CHA,LAL,1610612766,1610612747,24025,LAL @ CHA
0022500251,2025-26,2025-11-09,MIA,GSW,1610612748,1610612744,24025,GSW @ MIA
0022500252,2025-26,2025-11-09,DEN,NOP,1610612743,1610612740,24025,NOP @ DEN
0022500253,2025-26,2025-11-09,MIA,DAL,1610612748,1610612742,24025,DAL @ MIA
0022500254,2025-26,2025-11-09,NYK,DAL,1610612752,1610612742,24025,DAL @ NYK
0022500255,2025-26,2025-11-09,BKN,ATL,1610612751,1610612737,24025,ATL @ BKN
0022500256,2025-26,2025-11-09,TOR,BKN,1610612761,1610612751,24025,BKN @ TOR
0022500257,2025-26,2025-11-09,DEN,ORL,1610612743,1610612753,24025,ORL @ DEN
0022500258,2025-26,2025-11-09,ORL,WAS,1610612753,1610612764,24025,WAS @ ORL
0022500259,2025-26,2025-11-09,MIL,DAL,1610612749,1610612742,24025,DAL @ MIL
0022500260,2025-26,2025-11-09,ATL,CLE,1610612737,1610612739,24025,CLE @ ATL
0022500261,2025-26,2025-11-10,MIN,LAL,1610612750,1610612747,24025,LAL @ MIN
0022500262,2025-26,2025-11-10,TOR,MEM,1610612761,1610612763,24025,MEM @ TOR
0022500263,2025-26,2025-11-10,MIL,WAS,1610612749,1610612764,24025,WAS @ MIL
0022500264,2025-26,2025-11-10,NOP,ATL,1610612740,1610612737,24025,ATL @ NOP
0022500265,2025-26,2025-11-10,LAL,BKN,1610612747,1610612751,24025,BKN @ LAL
0022500266,2025-26,2025-11-10,NOP,DET,1610612740,1610612765,24025,DET @ NOP
0022500267,2025-26,2025-11-10,PHI,MIL,1610612755,1610612749,24025,MIL @ PHI
0022500268,2025-26,2025-11-10,CHA,MEM,1610612766,1610612763,24025,MEM @ CHA
0022500269,2025-26,2025-11-10,CHI,DAL,1610612741,1610612742,24025,DAL @ CHI
0022500270,2025-26,2025-11-10,LAL,TOR,1610612747,1610612761,24025,TOR @ LAL
0022500271,2025-26,2025-11-11,NOP,WAS,1610612740,1610612764,24025,WAS @ NOP
0022500272,2025-26,2025-11-11,NYK,PHI,1610612752,1610612755,24025,PHI @ NYK
0022500273,2025-26,2025-11-11,DET,BOS,1610612765,1610612738,24025,BOS @ DET
0022500274,2025-26,2025-11-11,SAS,CHA,1610612759,1610612766,24025,CHA @ SAS
0022500275,2025-26,2025-11-11,MIA,CHI,1610612748,1610612741,24025,CHI @ MIA
0022500276,2025-26,2025-11-11,TOR,GSW,1610612761,1610612744,24025,GSW @ TOR
0022500277,2025-26,2025-11-11,BOS,CHI,1610612738,1610612741,24025,CHI @ BOS
0022500278,2025-26,2025-11-11,OKC,HOU,1610612760,1610612745,24025,HOU @ OKC
0022500279,2025-26,2025-11-11,TOR,CLE,1610612761,1610612739,24025,CLE @ TOR
0022500280,2025-26,2025-11-11,WAS,MIA,1610612764,1610612748,24025,MIA @ WAS
0022500281,2025-26,2025-11-12,DAL,PHI,1610612742,1610612755,24025,PHI @ DAL
0022500282,2025-26,2025-11-12,ORL,UTA,1610612753,1610612762,24025,UTA @ ORL
0022500283,2025-26,2025-11-12,CHI,GSW,1610612741,1610612744,24025,GSW @ CHI
0022500284,2025-26,2025-11-12,LAL,PHX,1610612747,1610612756,24025,PHX @ LAL
0022500285,2025-26,2025-11-12,WAS,UTA,1610612764,1610612762,24025,UTA @ WAS
0022500286,2025-26,2025-11-12,PHX,SAC,1610612756,1610612758,24025,SAC @ PHX
0022500287,2025-26,2025-11-12,MIN,GSW,1610612750,1610612744,24025,GSW @ MIN
0022500288,2025-26,2025-11-12,SAS,GSW,1610612759,1610612744,24025,GSW @ SAS
0022500289,2025-26,2025-11-12,DET,CHI,1610612765,1610612741,24025,CHI @ DET
0022500290,2025-26,2025-11-12,DAL,OKC,1610612742,1610612760,24025,OKC @ DAL
0022500291,2025-26,2025-11-13,PHI,CHA,1610612755,1610612766,24025,CHA @ PHI
0022500292,2025-26,2025-11-13,BKN,POR,1610612751,1610612757,24025,POR @ BKN
0022500293,2025-26,2025-11-13,GSW,BKN,1610612744,1610612751,24025,BKN @ GSW
0022500294,2025-26,2025-11-13,ORL,WAS,1610612753,1610612764,24025,WAS @ ORL
0022500295,2025-26,2025-11-13,HOU,ATL,1610612745,1610612737,24025,ATL @ HOU
0022500296,2025-26,2025-11-13,DET,WAS,1610612765,1610612764,24025,WAS @ DET
